Type,Length,Depth,Kg
mackerel,36.11,7.408999213,1.156063693
mackerel,39.75,8.133013809,1.518256215
mackerel,43.31,8.830314448,1.360699267
mackerel,32.68,6.778638807,0.790454855
mackerel,31.43,6.39929319,0.776235389
mackerel,39.07,7.88598857,1.343569232
mackerel,40.17,8.008818916,1.365610357
mackerel,42.62,8.835126943,1.441176931
mackerel,45,9.11903199,1.665269634
mackerel,48.76,10.04364546,2.596878334
mackerel,44.02,8.682078269,1.913498253
mackerel,28.7,5.838962584,0.531863389
mackerel,52.1,10.7335465,3.094181502
mackerel,44.52,9.08722758,2.170884736
mackerel,37.62,7.933735835,1.164540851
mackerel,41.26,8.351119206,1.338322167
mackerel,25.96,5.213217171,0.340634537
mackerel,33.18,6.627699337,0.687822433
mackerel,39.7,8.070427283,1.575840607
mackerel,53.64,11.18236045,3.740597748
mackerel,35.28,7.189444841,0.841170753
mackerel,39.13,7.948478711,1.371618848
mackerel,47.63,9.369315501,2.140274924
mackerel,33.84,6.962493285,0.904806863
mackerel,43.13,8.923251356,1.775155617
mackerel,56.52,11.80296358,3.042593112
mackerel,39.52,8.086804943,1.276616155
mackerel,40.82,8.22788156,1.565232608
mackerel,41.89,8.391318132,1.672403456
mackerel,30.83,6.248109047,0.584295517
mackerel,40.65,8.412207615,1.519369329
mackerel,44.8,9.225740215,2.097065629
mackerel,40.04,8.038817672,1.441378465
mackerel,45.06,9.463562749,2.117970164
mackerel,41.44,8.527358097,1.431846823
mackerel,33.75,6.624367654,0.788585189
mackerel,44.55,9.100786327,1.968544778
mackerel,38.74,7.764452279,1.152305649
mackerel,40.53,8.453802949,1.390627612
mackerel,46.31,9.310647267,1.90470177
mackerel,41.43,8.567270926,1.618329623
mackerel,42.53,8.786322916,1.676676431
mackerel,37.91,7.666029495,1.03373089
mackerel,30.75,6.06579711,0.591442673
mackerel,40.17,8.308742886,1.435355436
mackerel,32.89,6.759099807,0.771665805
mackerel,38.43,7.877002232,1.281878543
mackerel,30.9,6.400001584,0.626042167
mackerel,36.67,7.377248299,1.053150439
mackerel,39.38,7.892161232,1.171438507
mackerel,39.71,8.154715863,1.168218074
mackerel,38.39,7.787210245,1.236724409
mackerel,29.01,5.960713037,0.531908739
mackerel,38.59,7.987333698,1.24991738
mackerel,36.44,7.706835696,1.251599613
mackerel,40.66,8.106089594,1.336784609
mackerel,38.65,7.643877131,1.1049882
mackerel,41.06,8.311629001,1.508651081
mackerel,33.95,6.839600725,0.708288297
mackerel,32.09,6.540466859,0.716532924
mackerel,45.62,9.183624533,1.68306181
mackerel,40.24,8.238877254,1.256290658
mackerel,32.9,6.815611965,0.778427509
mackerel,42.48,8.730367544,1.47546124
mackerel,22.06,4.652192474,0.259906589
mackerel,40.92,8.467846803,1.397456888
mackerel,41.53,8.575858043,1.573967876
mackerel,48.55,9.971523011,2.23641291
mackerel,41.48,8.147388499,1.544120655
mackerel,37.74,7.700444565,1.167343215
mackerel,34.45,6.997586323,0.998155873
mackerel,49.18,10.23021762,2.6641494
mackerel,33.49,7.08239867,0.732074056
mackerel,27.28,5.689352171,0.408446858
mackerel,29.11,5.829374197,0.422407407
mackerel,46.22,9.262111488,2.165521456
mackerel,40.99,8.323692677,1.513852645
mackerel,36.18,7.119474237,0.956698864
mackerel,43.63,8.632377084,1.600235406
mackerel,33.63,6.989961418,0.780406138
mackerel,32.27,6.337077709,0.600745025
mackerel,35.73,7.21636304,1.174576876
mackerel,38.7,7.96312056,1.216561502
mackerel,43.48,9.120711342,1.818340707
mackerel,35.79,7.29133557,0.946170347
mackerel,42.67,8.695228057,1.301818084
mackerel,43.84,8.855230399,1.812741959
mackerel,32.89,6.716483159,0.726356169
mackerel,34.17,6.98923134,0.910269254
mackerel,47.95,9.509863471,2.595989909
mackerel,24.91,4.993301599,0.302531895
mackerel,41.38,8.57205262,1.494346038
mackerel,41.37,8.311793679,1.444555282
mackerel,26.82,5.426484511,0.436552054
mackerel,46.19,9.390530291,2.038712242
mackerel,43.66,8.800120067,1.855372436
mackerel,29.75,6.342290213,0.639290497
mackerel,38.55,7.870027147,1.348170363
mackerel,41.92,8.4503079,1.831603567
mackerel,39.32,7.892523255,1.322272495
mackerel,34,6.865855224,0.839511161
mackerel,37.92,7.594753059,1.108658129
mackerel,32.43,6.487050228,0.622862426
mackerel,43.49,8.667636012,1.307558018
mackerel,52.71,10.47916935,2.762553047
mackerel,35.89,7.196289172,0.676832602
mackerel,44.28,9.187147001,1.916695482
mackerel,42.51,8.548471921,1.765924376
mackerel,52.92,10.5630099,2.764542001
mackerel,34.97,6.968276975,0.935694388
mackerel,44.72,9.023846357,1.907446001
mackerel,33.26,7.002655789,0.779793718
mackerel,39.69,8.063888105,1.273796706
mackerel,29.45,6.016715387,0.540470149
mackerel,41.14,8.171254331,1.675539329
mackerel,41.06,8.252644951,1.330602407
mackerel,41.77,8.590338284,1.476314461
mackerel,35.25,7.131066554,0.85160078
mackerel,36.65,7.519112296,1.243252453
mackerel,32.33,6.579095558,0.789629241
