"번호","시도","기관명","주소","전화번호","운영주체","법인유형"
"248","경기","광교종합사회복지관","경기도 수원시 영통구 대학2로 41","031-212-7255","꿈행복나눔재단","재단법인"
"249","경기","구리시종합사회복지관","경기도 구리시 벌말로129번길 50","031-556-8100","신망애복지재단","사회복지법인"
"250","경기","김포시종합사회복지관","경기도 김포시 사우중로 100","031-989-8271","김포복지재단","재단법인"
"251","경기","나래울사회복지관","경기도 화성시 여울로 2길 33","031-8015-7300","대한성공회유지재단","재단법인"
"252","경기","남양주시남부희망케어센터","경기도 남양주시 와부읍 덕소로71번안길 3","031-593-9023","대한성공회","사회복지법인"
"253","경기","남양주시동부희망케어센터","경기도 남양주시 화도읍 마석중앙로 79","031-511-1062","휴먼복지회","사회복지법인"
"254","경기","남양주시북부희망케어센터","경기도 남양주시 진접읍 해밀예당1로 30-31","031-528-4071","대한불교조계종","사회복지법인"
"255","경기","남양주시서부희망케어센터","경기도 남양주시 진건읍 사릉로 406-1","031-551-2645","삼육재단","사회복지법인"
"256","경기","능실종합사회복지관","경기도 수원시 권선구 호매실로166번길 10","031-291-8475","사단법인 힘찬동네","사단법인"
"257","경기","대야종합사회복지관","경기도 시흥시 호현로 55","031-404-8112","시흥시자원봉사단체협의회","사단법인"
"257","경기","대야종합사회복지관","경기도 시흥시 호현로 55","031-404-8113","시흥시자원봉사단체협의회","사단법인"
"257","경기","대야종합사회복지관","경기도 시흥시 호현로 55","031-404-8114","시흥시자원봉사단체협의회","사단법인"
"258","경기","도촌종합사회복지관","경기도 성남시 중원구 도촌북로 92","031-720-8500","여의도순복음연합","재단법인"
"259","경기","동탄4단지종합사회복지관","경기도 화성시 동탄순환대로 24길 101","031-378-8111","경산복지재단","사회복지법인"
"260","경기","매화종합사회복지관","경기도 군포시 곡란로 26-1 22 매화사회복지관","031-393-3677","연꽃마을","사회복지법인"
"261","경기","목감종합사회복지관","경기도 시흥시 목감초등길 45","031-403-0110","천주교수원교구사회복지회","사회복지법인"
"262","경기","무봉종합사회복지관","경기도 수원시 장안구 경수대로754번길 26-17","031-243-2852","경기사회봉사회","사회복지법인(직영)"
"263","경기","본오종합사회복지관","경기도 안산시 상록구 이호로 39","031-438-8321","천주교수원교구사회복지회","사회복지법인"
"263","경기","본오종합사회복지관","경기도 안산시 상록구 이호로 39","031-438-8322","천주교수원교구사회복지회","사회복지법인"
"263","경기","본오종합사회복지관","경기도 안산시 상록구 이호로 39","031-438-8323","천주교수원교구사회복지회","사회복지법인"
"264","경기","부곡종합사회복지관","경기도 안산시 상록구 성호로 303 (부곡동)","031-417-3677","연꽃마을","사회복지법인"
"265","경기","부락종합사회복지관","경기도 평택시 서정로 303","031-611-4820","천주교수원교구사회복지회","사회복지법인"
"266","경기","부천시덕유사회복지관","경기도 부천시 원미구 도약로 146번지 (덕유마을내)","032-325-2161","대한불교조계종 석왕사 룸비니","사회복지법인"
"266","경기","부천시덕유사회복지관","경기도 부천시 원미구 도약로 146번지 (덕유마을내)","032-325-2162","대한불교조계종 석왕사 룸비니","사회복지법인"
"267","경기","부천시상동종합사회복지관","경기 부천시 석천로 54","032-652-0420","사회복지법인 양지바른","사회복지법인"
"268","경기","부천종합사회복지관","경기도 부천시 소사구 호현로 489번길 50","032-349-3100","서울신학대학교","학교법인(직영)"
"268","경기","부천종합사회복지관","경기도 부천시 소사구 호현로 489번길 50","032-349-3101","서울신학대학교","학교법인(직영)"
"268","경기","부천종합사회복지관","경기도 부천시 소사구 호현로 489번길 50","032-349-3102","서울신학대학교","학교법인(직영)"
"269","경기","부흥종합사회복지관","경기도 안양시 동안구 달안로 39","031-382-7557","한국장로교복지재단","사회복지법인"
"270","경기","분당종합사회복지관","경기도 성남시 분당구 정자일로 33","031-715-1063","분당사회관","사회복지법인(직영)"
"271","경기","산성종합사회복지관","경기도 성남시 수정구 수정남로306번길 15-16","031-746-0453","새날복지회","사단법인"
"272","경기","삼정종합사회복지관","경기도 부천시 오정구 삼작로 52","032-323-3162","한국장로교복지재단","사회복지법인"
"273","경기","성남위례종합사회복지관","경기 성남시 수정구 위례광장로 311","031-758-0701","미래복지경영","사단법인"
"274","경기","성남종합사회복지관","경기도 성남시 중원구 금빛로89","031-748-7151","월드비전","사회복지법인(직영)"
"275","경기","시립광명종합사회복지관","경기도 광명시 오리로 1018","02-2687-2921","한국재활재단","사회복지법인"
"276","경기","심곡종합사회복지관","경기도 부천시 소사구 심곡로 9번길 54","032-665-6061","기독교대한감리회 사회복지재단","사회복지법인"
"277","경기","안산시선부종합사회복지관","경기도 안산시 단원구 화정로 9","031-410-6070","기독교대한감리회사회복지재단","사회복지법인"
"278","경기","안산시와동종합사회복지관","경기도 안산시 단원구 와동로 118","031-475-4321","굿프랜드복지재단","사회복지법인"
"279","경기","안산시초지종합사회복지관","경기도 안산시 단원구 원초로 76","031-410-2151","안산제일복지재단","사회복지법인"
"280","경기","안성종합사회복지관","경기도 안성시 산수유길 15","031-671-0631","성결원","사회복지법인(직영)"
"280","경기","안성종합사회복지관","경기도 안성시 산수유길 15","031-671-0632","성결원","사회복지법인(직영)"
"280","경기","안성종합사회복지관","경기도 안성시 산수유길 15","031-671-0633","성결원","사회복지법인(직영)"
"281","경기","안양시비산종합사회복지관","경기도 안양시 동안구 임곡로 74","031-446-5936","성결신학원(성결대학교)","학교법인"
"282","경기","안양시율목종합사회복지관","경기도 안양시 만안구 병목안로 130번길 166","031-466-9125","기독교대한감리회 사회복지재단","사회복지법인"
"282","경기","안양시율목종합사회복지관","경기도 안양시 만안구 병목안로 130번길 166","031-466-9126","기독교대한감리회 사회복지재단","사회복지법인"
"282","경기","안양시율목종합사회복지관","경기도 안양시 만안구 병목안로 130번길 166","031-466-9127","기독교대한감리회 사회복지재단","사회복지법인"
"283","경기","양평군종합사회복지관","경기도 양평군 용문면 용문역길 67","031-775-7741","대한불교조계종사회복지재단","사회복지법인"
"284","경기","연무사회복지관","경기도 수원시 장안구 창룡대로 151번길 8","031-245-7576","경기사회봉사회","사회복지법인"
"285","경기","영통종합사회복지관","경기도 수원시 영통구 반달로 45","031-201-8300","대한불교조계종사회복지재단","사회복지법인"
"286","경기","오산남부종합사회복지관","경기도 오산시 오산로 132번길 28-5","031-376-6193","유린보은동산","사회복지법인"
"287","경기","오산세교종합사회복지관","경기도 오산시 수청로 192, 4층","031-290-8501","세교복지재단","사회복지법인"
"288","경기","오산종합사회복지관","경기도 오산시 현충로 104","031-378-2740","한신대학교 산학협력단","재단법인"
"289","경기","용인종합사회복지관","경기 용인시 처인구 이동면 이원로 69-8","031-334-9966","혜린","사회복지법인(직영)"
"289","경기","용인종합사회복지관","경기 용인시 처인구 이동면 이원로 69-8","031-334-9967","혜린","사회복지법인(직영)"
"289","경기","용인종합사회복지관","경기 용인시 처인구 이동면 이원로 69-8","031-334-9968","혜린","사회복지법인(직영)"
"290","경기","우만종합사회복지관","경기도 수원시 팔달구 창룡대로 210번길 13","031-254-1992","천주교수원교구사회복지회","사회복지법인"
"290","경기","우만종합사회복지관","경기도 수원시 팔달구 창룡대로 210번길 13","031-254-1993","천주교수원교구사회복지회","사회복지법인"
"290","경기","우만종합사회복지관","경기도 수원시 팔달구 창룡대로 210번길 13","031-254-1994","천주교수원교구사회복지회","사회복지법인"
"291","경기","원미사회복지관","경기도 부천시 원미구 조종로 68번가길 4","032-663-0108","대한불교조계종석왕사룸비니","사회복지법인"
"292","경기","원종종합사회복지관","경기도 부천시 오정구 성오로 149번길 18","032-677-0108","대한불교조계종 석왕사 룸비니","사회복지법인"
"293","경기","의정부시종합사회복지관","경기도 의정부시 회룡로 192번길 11(장암동)","031-874-8082","의정부YMCA","재단법인"
"294","경기","작은자리종합사회복지관","경기도 시흥시 시흥대로 1087","031-313-6249","복음자리","사회복지법인(직영)"
"295","경기","정왕종합사회복지관","경기 시흥시 정왕대로233번길 27","031-319-6195","복음자리","사회복지법인"
"295","경기","정왕종합사회복지관","경기 시흥시 정왕대로233번길 27","031-319-6196","복음자리","사회복지법인"
"295","경기","정왕종합사회복지관","경기 시흥시 정왕대로233번길 27","031-319-6197","복음자리","사회복지법인"
"296","경기","주몽종합사회복지관","경기도 군포시 광정로 122","031-398-4781","한기장복지재단","사회복지법인"
"296","경기","주몽종합사회복지관","경기도 군포시 광정로 122","031-398-4782","한기장복지재단","사회복지법인"
"296","경기","주몽종합사회복지관","경기도 군포시 광정로 122","031-398-4783","한기장복지재단","사회복지법인"
"297","경기","중탑종합사회복지관","경기도 성남시 분당구 판교로 607(목련마을 주공1단지 내)","031-706-0167","할렐루야복지재단","사회복지법인"
"297","경기","중탑종합사회복지관","경기도 성남시 분당구 판교로 607(목련마을 주공1단지 내)","031-706-0168","할렐루야복지재단","사회복지법인"
"297","경기","중탑종합사회복지관","경기도 성남시 분당구 판교로 607(목련마을 주공1단지 내)","031-706-0169","할렐루야복지재단","사회복지법인"
"298","경기","철산종합사회복지관","경기도 광명시 연서일로 4-3","02-2617-0410","대한불교조계종사회복지재단","사회복지법인"
"299","경기","청계종합사회복지관","경기도 의왕시 덕장로 19","031-345-2181","의왕시청","시직영"
"300","경기","청솔종합사회복지관","경기도 성남시 분당구 미금로 246","031-714-6333","대한불교천태종복지재단","사회복지법인"
"301","경기","춘의종합사회복지관","경기도 부천시 원미구 원미로 202","032-653-6131","가톨릭학원(가톨릭대학교)","학교법인"
"301","경기","춘의종합사회복지관","경기도 부천시 원미구 원미로 202","032-653-6132","가톨릭학원(가톨릭대학교)","학교법인"
"302","경기","파주시문산종합사회복지관","경기 파주시 문산읍 통일로 1680","031-934-2000","광성복지재단","사회복지법인"
"302","경기","파주시문산종합사회복지관","경기 파주시 문산읍 통일로 1680","031-934-2001","광성복지재단","사회복지법인"
"303","경기","판교종합사회복지관","경기도 성남시 운중로 254(판교동)","031-703-8100","한국참사랑복지회","사단법인"
"304","경기","포천종합사회복지관","경기 포천시 청성로 5","031-531-4055","삼육재단","사회복지법인"
"305","경기","하남시미사강변종합사회복지관","경기 하남시 아리수로565, 1301동 1충","031-795-1301","하남시민생안정후원회","사단법인"
"306","경기","하남시종합사회복지관","경기도 하남시 덕풍천서로9","031-790-2944","홀트아동복지회","사회복지법인"
"307","경기","하안종합사회복지관","경기도 광명시 하안로 238","02-894-0720","이웃사랑실천회","사회복지법인"
"308","경기","한라종합사회복지관","경기도 부천시 원미구 계남로 125","032-324-0723","인천카톨릭사회복지회","사회복지법인"
"308","경기","한라종합사회복지관","경기도 부천시 원미구 계남로 125","032-324-0724","인천카톨릭사회복지회","사회복지법인"
"309","경기","한솔종합사회복지관","경기도 성남시 분당구 내정로 94","031-8022-1100","연꽃마을","사회복지법인"
"310","경기","함현상생종합사회복지관","경기도 시흥시 함송로 29번길 67번","031-434-8040","상생복지회","사회복지법인(직영)"
"310","경기","함현상생종합사회복지관","경기도 시흥시 함송로 29번길 67번","031-434-8041","상생복지회","사회복지법인(직영)"
"310","경기","함현상생종합사회복지관","경기도 시흥시 함송로 29번길 67번","031-434-8042","상생복지회","사회복지법인(직영)"
"310","경기","함현상생종합사회복지관","경기도 시흥시 함송로 29번길 67번","031-434-8043","상생복지회","사회복지법인(직영)"
"311","경기","합정종합사회복지관","경기도 평택시 평택로 22","031-655-5337","구세군복지재단","사회복지법인"
"311","경기","합정종합사회복지관","경기도 평택시 평택로 22","031-655-5338","구세군복지재단","사회복지법인"
"311","경기","합정종합사회복지관","경기도 평택시 평택로 22","031-655-5339","구세군복지재단","사회복지법인"
"312","경기","화성시남부종합사회복지관","경기도 화성시 향남읍 행정서로 3길 50","031-366-0888","굿네이버스","사회복지법인"
"313","강원","강릉종합사회복지관","강원도 강릉시 강변로 510","033-653-6375","자비복지원","사회복지법인"
"313","강원","강릉종합사회복지관","강원도 강릉시 강변로 510","033-653-6376","자비복지원","사회복지법인"
"314","강원","동해종합사회복지관","강원도 동해시 전천로 273-10","033-533-8247","월드비전","사회복지법인"
"315","강원","명륜종합사회복지관","강원도 원주시 예술관길 31","033-762-8131","성불복지회","사회복지법인"
"315","강원","명륜종합사회복지관","강원도 원주시 예술관길 31","033-762-8132","성불복지회","사회복지법인"
"316","강원","밥상공동체종합사회복지관","강원도 원주시 일산로 81-2","033-766-4933","밥상공동체복지재단","사회복지법인(직영)"
"317","강원","삼척종합사회복지관","강원도 삼척시 원당로2길 72-6","033-573-6168","원주가톨릭사회복지회","사회복지법인"
"318","강원","속초종합사회복지관","강원도 속초시 먹거리길 19","033-631-8761","신흥사복지재단","사회복지법인"
"318","강원","속초종합사회복지관","강원도 속초시 먹거리길 19","033-631-8762","신흥사복지재단","사회복지법인"
"319","강원","양구종합사회복지관","강원도 양구군 양구읍 비봉로73번길 52","033-480-2241","양구군","군직영"
"320","강원","양양군종합사회복지관","강원도 양양군 양양읍 양양로 27-17","033-670-2187","양양군","군직영"
"321","강원","영월군종합사회복지관","강원도 영월군 영월읍 단종로 12","033-375-4600","원주가톨릭사회복지회","사회복지법인"
"321","강원","영월군종합사회복지관","강원도 영월군 영월읍 단종로 12","033-375-4601","원주가톨릭사회복지회","사회복지법인"
"321","강원","영월군종합사회복지관","강원도 영월군 영월읍 단종로 12","033-375-4602","원주가톨릭사회복지회","사회복지법인"
"322","강원","원주가톨릭종합사회복지관","강원도 원주시 봉산로 103","033-744-6617","원주가톨릭사회복지회","사회복지법인(직영)"
"323","강원","원주종합사회복지관","강원도 원주시 육판길 1","033-732-4006","원주종합사회복지재단","사회복지법인(직영)"
"324","강원","월드비전춘천종합사회복지관","강원도 춘천시 근화길 95","033-254-7244","월드비전","사회복지법인(직영)"
"325","강원","정선군종합사회복지관","강원도 정선군 정선읍 봉양7길 16","033-563-2922","원주가톨릭사회복지회","사회복지법인"
"326","강원","춘천종합사회복지관","강원도 춘천시 후석로228번길 24","033-242-0051","천주교 춘천교구 사회복지회","사회복지법인"
"326","강원","춘천종합사회복지관","강원도 춘천시 후석로228번길 24","033-242-0052","천주교 춘천교구 사회복지회","사회복지법인"
"326","강원","춘천종합사회복지관","강원도 춘천시 후석로228번길 24","033-242-0053","천주교 춘천교구 사회복지회","사회복지법인"
"326","강원","춘천종합사회복지관","강원도 춘천시 후석로228번길 24","033-242-0054","천주교 춘천교구 사회복지회","사회복지법인"
"326","강원","춘천종합사회복지관","강원도 춘천시 후석로228번길 24","033-242-0055","천주교 춘천교구 사회복지회","사회복지법인"
"327","강원","춘천효자종합사회복지관","강원도 춘천시 공지로 234-16","033-261-1790","기독교대한감리회사회복지재단","사회복지법인"
"328","강원","홍천군종합사회복지관","강원도 홍천군 홍천읍 너브내길 123","033-436-3004","나눔과 기쁨","사단법인"
"329","강원","화천종합사회복지관","강원도 화천군 화천읍 화천새싹길 45","033-440-2321","화천군","군직영"
"330","강원","횡성군종합사회복지관","횡성군 횡성읍 횡성로 379 횡성군 종합 보건복지타운 3층","033-345-3450","원주가톨릭사회복지회","사회복지법인"
"330","강원","횡성군종합사회복지관","횡성군 횡성읍 횡성로 379 횡성군 종합 보건복지타운 3층","033-345-3451","원주가톨릭사회복지회","사회복지법인"
"330","강원","횡성군종합사회복지관","횡성군 횡성읍 횡성로 379 횡성군 종합 보건복지타운 3층","033-345-3452","원주가톨릭사회복지회","사회복지법인"
"331","충북","목령종합사회복지관","충북 청주시 청원구 오창읍 중심상업2로 32","043-216-3060","연꽃마을","사회복지법인"
"332","충북","북부종합사회복지관","충북 청주시 청원구 충청대로107번 16-1","043-216-4004","선재원","사회복지법인"
"332","충북","북부종합사회복지관","충북 청주시 청원구 충청대로107번 16-1","043-216-4005","선재원","사회복지법인"
"333","충북","산남종합사회복지관","충청북도 청주시 서원구 구룡산로 290","043-288-1428","청주교구천주교회유지재단","재단법인"
"333","충북","산남종합사회복지관","충청북도 청주시 서원구 구룡산로 290","043-288-1429","청주교구천주교회유지재단","재단법인"
"333","충북","산남종합사회복지관","충청북도 청주시 서원구 구룡산로 290","043-288-1430","청주교구천주교회유지재단","재단법인"
"334","충북","삼보사회복지관","충청북도 증평군 증평읍 창신로 85","043-836-6040","열림재단","사회복지법인"
"335","충북","생거진천종합사회복지관","충청북도 진천군 진천읍 중앙북1길 11-10","043-539-3238","진천군","군직영"
"336","충북","서부종합사회복지관","충청북도 청주시 흥덕구 가로수로1370번길 16","043-236-3600","청주YWCA","사단법인"
"336","충북","서부종합사회복지관","충청북도 청주시 흥덕구 가로수로1370번길 16","043-236-3601","청주YWCA","사단법인"
"336","충북","서부종합사회복지관","충청북도 청주시 흥덕구 가로수로1370번길 16","043-236-3602","청주YWCA","사단법인"
"336","충북","서부종합사회복지관","충청북도 청주시 흥덕구 가로수로1370번길 16","043-236-3603","청주YWCA","사단법인"
"337","충북","오송종합사회복지관","충북 청주시 흥덕구 오송읍 오송생명1로 180","043-234-5473","청주교구천주교회유지재단","재단법인"
"338","충북","용암종합사회복지관","충청북도 청주시 상당구 원봉로 52","043-293-9191","월드비전","사회복지법인"
"338","충북","용암종합사회복지관","충청북도 청주시 상당구 원봉로 52","043-293-9192","월드비전","사회복지법인"
"338","충북","용암종합사회복지관","충청북도 청주시 상당구 원봉로 52","043-293-9193","월드비전","사회복지법인"
"338","충북","용암종합사회복지관","충청북도 청주시 상당구 원봉로 52","043-293-9194","월드비전","사회복지법인"
"339","충북","제천종합사회복지관","충청북도 제천시 용두대로 23길 14","043-644-2983","원주가톨릭사회복지회","사회복지법인"
"339","충북","제천종합사회복지관","충청북도 제천시 용두대로 23길 14","043-644-2984","원주가톨릭사회복지회","사회복지법인"
"340","충북","증평종합사회복지관","충청북도 증평군 증평읍 송티로 76-23","043-838-1906","열림재단","사회복지법인(직영)"
"341","충북","청주사회복지관","충청북도 청주시 상당구 영운천로 13-1","043-253-4493","어린이재단","사회복지법인(직영)"
"342","충북","청주종합사회복지관","충청북도 청주시 흥덕구 1순환로 392","043-266-4761","충북현양복지재단","사회복지법인(직영)"
"343","충북","충주종합사회복지관","충청북도 충주시 주공길 7","043-855-3000","열림재단","사회복지법인"
"344","충남세종","공주기독교종합사회복지관","충청남도 공주시 영명학당 1길 13","041-856-0881","감리회태화복지재단","사회복지법인(직영)"
"345","충남세종","공주시종합사회복지관","충남 공주시 의당로 257","041-840-2215","공주시","시직영"
"346","충남세종","금강종합사회복지관","충청남도 공주시 우금티로 709-12","041-856-6110","자비복지원","사회복지법인"
"346","충남세종","금강종합사회복지관","충청남도 공주시 우금티로 709-12","041-856-6111","자비복지원","사회복지법인"
"347","충남세종","논산종합사회복지관","충청남도 논산시 논산대로 424","041-746-8421","논산시","시직영"
"348","충남세종","당진남부사회복지관","충청남도 당진시 우강면 우강창말길 24","041-362-9625","삼육재단","사회복지법인"
"349","충남세종","당진북부사회복지관","충청남도 당진시 당진웅앙1로 59(구, 군청사)","041-354-4401","고앤두","사회복지법인"
"350","충남세종","명천종합사회복지관","충청남도 보령시 주공로 65","041-936-8501","대한구세군유지재단","재단법인"
"350","충남세종","명천종합사회복지관","충청남도 보령시 주공로 65","041-936-8502","대한구세군유지재단","재단법인"
"350","충남세종","명천종합사회복지관","충청남도 보령시 주공로 65","041-936-8503","대한구세군유지재단","재단법인"
"351","충남세종","보령시종합사회복지관","충청남도 보령시 천변북길 121","041-930-3582","보령시","시직영"
"352","충남세종","서산석림사회복지관","충청남도 서산시 서해로 3456","041-667-2303","대한구세군유지재단","재단법인"
"352","충남세종","서산석림사회복지관","충청남도 서산시 서해로 3456","041-667-2304","대한구세군유지재단","재단법인"
"353","충남세종","서산시종합사회복지관","충청남도 서산시 호수공원14로 6","041-667-4063","서산시","시직영"
"354","충남세종","세종종합사회복지관","세종특별자치시 조치원읍 산책1길 65","041-868-2004","세종중앙","사회복지법인(직영)"
"355","충남세종","송산종합사회복지관","충청남도 당진시 송산면 장갈길 15","041-353-7300","기독교대한감리회사회복지재단","사회복지법인"
"355","충남세종","송산종합사회복지관","충청남도 당진시 송산면 장갈길 15","041-353-7301","기독교대한감리회사회복지재단","사회복지법인"
"356","충남세종","쌍용종합사회복지관","충청남도 천안시 서북구 쌍용11길 57","041-571-4064","대한성공회유지재단","재단법인"
"357","충남세종","아산서부사회복지관","충청남도 아산시 도고면 도고면로 110번길16","041-541-2020","희망나눔재단","사회복지법인(직영)"
"358","충남세종","아산종합사회복지관","충남 아산시 영인면 아산온천로3번 8","041-542-2308","기독교이선복지재단","사회복지법인(직영)"
"359","충남세종","온주종합사회복지관","충청남도 아산시 외암로 1420","041-544-7411","굿네이버스","사회복지법인"
"359","충남세종","온주종합사회복지관","충청남도 아산시 외암로 1420","041-544-7412","굿네이버스","사회복지법인"
"360","충남세종","음봉산동종합사회복지관","충청남도 아산시 음봉면 산동안길 16","041-534-7951","중부재단","사회복지법인"
"360","충남세종","음봉산동종합사회복지관","충청남도 아산시 음봉면 산동안길 16","041-534-7952","중부재단","사회복지법인"
"360","충남세종","음봉산동종합사회복지관","충청남도 아산시 음봉면 산동안길 16","041-534-7953","중부재단","사회복지법인"
"360","충남세종","음봉산동종합사회복지관","충청남도 아산시 음봉면 산동안길 16","041-534-7954","중부재단","사회복지법인"
"361","충남세종","종촌종합사회복지관","세종특별자치시 도움1로 116","041-850-3000","대한불교조계종사회복지재단","사회복지법인"
"362","충남세종","천안성정종합사회복지관","충청남도 천안시 서북구 쌍용대로 289-25","041-578-5172","어린이재단","사회복지법인"
"363","충남세종","탕정한마음종합사회복지관","충청남도 아산시 탕정면 탕정면로40번길 12","041-543-7400","한국지역사회복리회","사회복지법인(직영)"
"364","충남세종","홍성사회복지관","충청남도 홍성군 홍성읍 조양로75번길 17","041-632-2008","충남기독교사회봉사회","사회복지법인(직영)"
"365","전북","고창군종합사회복지관","전라북도 고창군 고창읍 전봉준로 88-15","063-563-0009","대한불교조계종 선운사복지재단","사회복지법인"
"366","전북","군산나운종합사회복지관","전라북도 군산시 문화로 36 주공4단지아파트내","063-462-7260","한기장복지재단","사회복지법인"
"367","전북","군산종합사회복지관","전북 군산시 칠성로 59 늘푸른어린이집","063-461-6555","기독교대한성결교회사회사업유지재단","사회복지법인(직영)"
"367","전북","군산종합사회복지관","전북 군산시 칠성로 59 늘푸른어린이집","063-461-6556","기독교대한성결교회사회사업유지재단","사회복지법인(직영)"
"367","전북","군산종합사회복지관","전북 군산시 칠성로 59 늘푸른어린이집","063-461-6557","기독교대한성결교회사회사업유지재단","사회복지법인(직영)"
"368","전북","길보른종합사회복지관","전라북도 김제시 금성로 93 (신풍동)","063-545-1923","길보른재단","사회복지법인(직영)"
"369","전북","김제사회복지관","전라북도 김제시 요촌북로 110","063-543-5007","대한예수교장로회총회유지재단","재단법인"
"369","전북","김제사회복지관","전라북도 김제시 요촌북로 110","063-543-5008","대한예수교장로회총회유지재단","재단법인"
"370","전북","김제제일사회복지관","전라북도 김제시 동서 1길 9-24","063-547-0431","시온회","사회복지법인(직영)"
"371","전북","남원사회복지관","전라북도 남원시 노송로 1255-9","063-632-5252","한기장복지재단","사회복지법인"
"372","전북","동산사회복지관","전라북도 익산시 동천로7길 26-1","063-842-2253","삼동회","사회복지법인"
"373","전북","부송종합사회복지관","전라북도 익산시 무왕로22길 12(부송동)","063-831-0250","삼동회","사회복지법인"
"373","전북","부송종합사회복지관","전라북도 익산시 무왕로22길 12(부송동)","063-831-0251","삼동회","사회복지법인"
"374","전북","부안종합사회복지관","전라북도 부안군 부안읍 용암로 134","063-580-7600","한기장복지재단","사회복지법인"
"375","전북","선너머종합사회복지관","전라북도 전주시 완산구 선너머로 54","063-232-0334","전주가톨릭사회복지회","사회복지법인(직영)"
"376","전북","원광종합사회복지관","전라북도 익산시 익산대로 415-7","063-856-2385","삼동회","사회복지법인(직영)"
"377","전북","전북종합사회복지관","전라북도 전주시 완산구 흑석로 70","063-282-7230","어린이재단","사회복지법인(직영)"
"378","전북","전주종합사회복지관","전라북도 전주시 완산구 덕적골 2길 22번지","063-284-2733","삼동회","사회복지법인"
"378","전북","전주종합사회복지관","전라북도 전주시 완산구 덕적골 2길 22번지","063-284-2734","삼동회","사회복지법인"
"379","전북","정읍종합사회복지관","전라북도 정읍시 수성2로 13-18(수성동)","063-533-1916","월드비전","사회복지법인"
"379","전북","정읍종합사회복지관","전라북도 정읍시 수성2로 13-18(수성동)","063-533-1917","월드비전","사회복지법인"
"380","전북","평화사회복지관","전라북도 전주시 완산구 덕적골2길 25","063-285-4408","삼동회","사회복지법인"
"381","전북","학산종합사회복지관","전라북도 전주시 완산구 모악로 4726-1","063-223-9999","한기장복지재단","사회복지법인"
"382","전남","구례군종합사회복지관","전라남도 구례군 구례읍 구례로 508","061-780-2186","구례군","군직영"
"383","전남","목포시종합사회복지관","전라남도 목포시 고하대로 712","061-272-2395","광주구천주교회유지재단","재단법인"
"384","전남","무안군종합사회복지관","전라남도 무안군 일로읍 삼일로 493","061-283-1888","무안군장애인협회","사단법인"
"385","전남","문수종합사회복지관","전남 여수시 여문2로 11-10","061-652-4242","대한불교조계종사회복지재단","사회복지법인"
"385","전남","문수종합사회복지관","전남 여수시 여문2로 11-10","061-652-4243","대한불교조계종사회복지재단","사회복지법인"
"386","전남","미평종합사회복지관","전라남도 여수시 미평로 77-1","061-652-3457","한국기독교총연합회","사단법인"
"387","전남","보성종합사회복지관","전라남도 보성군 보성읍 동인길 18-6번지","061-852-9845","대한예수교장로회순천노회","재단법인(직영)"
"387","전남","보성종합사회복지관","전라남도 보성군 보성읍 동인길 18-6번지","061-852-9846","대한예수교장로회순천노회","재단법인(직영)"
"388","전남","상동종합사회복지관","전라남도 목포시 상동로 61번길","061-273-1142","광주구천주교회유지재단","재단법인"
"389","전남","상리사회복지관","전라남도 목포시 상동로 68","061-274-0068","광주구천주교회유지재단","재단법인"
"390","전남","소라종합사회복지관","전라남도 여수시 소라면 덕양로 414","061-685-9775","대한예수교장로회순천노회","재단법인"
"391","전남","순천조례종합사회복지관","전남 순천시 신월큰길 54 조례주공아파트","061-722-2304","소비자교육중앙회","사단법인"
"392","전남","순천종합사회복지관","전라남도 순천시 저전길 84","061-741-3062","순천성신원","사회복지법인(직영)"
"392","전남","순천종합사회복지관","전라남도 순천시 저전길 84","061-741-3063","순천성신원","사회복지법인(직영)"
"393","전남","쌍봉종합사회복지관","전라남도 여수시 학동서4길 58-20","061-681-7179","밀알복지재단","사회복지법인"
"394","전남","영산포종합사회복지관","전라남도 나주시 가마태길 38","061-334-5111","한국불교태고종중앙회","사단법인"
"395","전남","장흥종합사회복지관","전라남도 장흥군 장흥읍 흥성로 37-24","061-864-4804","대한예수교장로회총회(합동측)복지재단","재단법인"
"396","전남","해남종합사회복지관","전라남도 해남군 해남읍 중앙1로 14-14","061-534-6777","두성재단","사회복지법인(직영)"
"397","경북","경산시백천사회복지관","경상북도 경산시 경청로222길 9-1","053-811-1347","대한불교조계종사회복지재단","사회복지법인"
"398","경북","경주시종합사회복지관","경상북도 경주시 승삼1길 34","054-771-8107","경주YMCA","재단법인"
"399","경북","구미종합사회복지관","경상북도 구미시 검성로 103-2","054-472-5060","대구가톨릭사회복지회","사회복지법인"
"400","경북","금오종합사회복지관","경상북도 구미시 문장로 110","054-458-0230","대한불교조계종사회복지재단","사회복지법인"
"401","경북","김천부곡사회복지관","경상북도 김천시 문지왈길 68","054-439-0160","대구가톨릭사회복지회","사회복지법인"
"401","경북","김천부곡사회복지관","경상북도 김천시 문지왈길 68","054-439-0161","대구가톨릭사회복지회","사회복지법인"
"402","경북","김천시종합사회복지관","경상북도 김천시 공단2길 30-22","054-420-6451","김천시","시직영"
"403","경북","문경시종합사회복지관","경상북도 문경시 매봉4길 25","054-555-0108","대한불교조계종사회복지재단","사회복지법인"
"404","경북","상주시종합사회복지관","경상북도 상주시 냉림2길 111","054-532-5677","대한불교조계종사회복지재단","사회복지법인"
